"","sku","unitcost","quantity","date","PO.no"
"586","1525",13.13,3250,"2016-01-05",10297
"587","1526",4.31,3869,"2016-01-05",4864
"588","1527",7.83,3396,"2016-01-05",10127
"589","1528",7.55,3240,"2016-01-05",22196
"590","1529",8.5,3383,"2016-01-05",16107
"591","153",9.12,2892,"2016-01-05",3093
"592","1530",3.95,3066,"2016-01-05",22055
"593","1531",0.31,3130,"2016-01-05",10888
"594","1532",8.05,2961,"2016-01-05",10734
"595","1533",9.97,2688,"2016-01-05",16349
"596","1534",4.38,2817,"2016-01-05",21090
"597","1535",8.76,2615,"2016-01-05",22019
"598","1536",0.76,2653,"2016-01-05",6533
"599","1537",4.67,2854,"2016-01-05",11120
"600","1538",9.09,3414,"2016-01-05",17599
"601","1539",1.32,3652,"2016-01-05",8260
"602","154",4.13,2687,"2016-01-05",23188
"603","1540",1.84,2561,"2016-01-05",17110
"604","1541",4.03,2599,"2016-01-05",4178
"605","1542",7.89,3210,"2016-01-05",289
"606","1543",7.28,2558,"2016-01-05",20415
"607","1544",3.68,3630,"2016-01-05",17316
"608","1545",7.3,2526,"2016-01-05",16445
"609","1546",5.26,3297,"2016-01-05",55
"610","1547",4.11,2301,"2016-01-05",4450
"611","1548",4.49,2153,"2016-01-05",23846
"612","1549",10.52,2492,"2016-01-05",17795
"613","155",4.31,2411,"2016-01-05",4332
"614","1550",0.89,2180,"2016-01-05",20624
"615","1551",5.05,3085,"2016-01-05",9889
"616","1552",3.1,1966,"2016-01-05",20379
"617","1553",4.84,2926,"2016-01-05",5136
"618","1554",5.82,2702,"2016-01-05",19732
"619","1555",7.23,2540,"2016-01-05",15802
"620","1556",10.39,1634,"2016-01-05",9772
"621","1557",5.94,3466,"2016-01-05",11751
"622","1558",7.54,2901,"2016-01-05",19885
"623","1559",7.55,2955,"2016-01-05",18759
"624","156",9.32,2844,"2016-01-05",12978
"625","1560",1.95,2401,"2016-01-05",11792
"626","1561",6.07,3132,"2016-01-05",4631
"627","1562",1.14,2611,"2016-01-05",1420
"628","1563",4.99,2768,"2016-01-05",7338
"629","1564",9.47,3366,"2016-01-05",903
"630","1565",6.18,2778,"2016-01-05",580
"631","1566",6.72,2239,"2016-01-05",4067
"632","1567",5.04,2239,"2016-01-05",18454
"633","1568",9.34,3315,"2016-01-05",14296
"634","1569",6.47,2780,"2016-01-05",16919
"635","157",5.74,2502,"2016-01-05",22178
"636","1570",1.05,3195,"2016-01-05",12771
"637","1571",8.89,2848,"2016-01-05",5013
"638","1572",8.77,3574,"2016-01-05",22638
"639","1573",8.84,2511,"2016-01-05",14856
"640","1574",1.65,2050,"2016-01-05",5825
"641","1575",3.03,2737,"2016-01-05",2145
"642","1576",8.45,2068,"2016-01-05",4956
"643","1577",4.6,2920,"2016-01-05",5950
"644","1578",3.86,3051,"2016-01-05",23396
"645","1579",10.07,3226,"2016-01-05",10033
"646","158",4.07,2850,"2016-01-05",14751
"647","1580",8.98,3418,"2016-01-05",15959
"648","1581",7.7,3429,"2016-01-05",2091
"649","1582",7.28,2575,"2016-01-05",18282
"650","1583",10.34,2806,"2016-01-05",13514
"651","1584",5.5,3574,"2016-01-05",10527
"652","1585",2.2,3388,"2016-01-05",9646
"653","1586",2.32,3823,"2016-01-05",17592
"654","1587",11.51,2209,"2016-01-05",22998
"655","1588",3.66,1853,"2016-01-05",991
"656","1589",6.6,2507,"2016-01-05",5066
"657","159",14.9,3040,"2016-01-05",816
"658","1590",6.11,4008,"2016-01-05",21177
"659","1591",9.04,2981,"2016-01-05",18671
"660","1592",7.56,3020,"2016-01-05",19150
"661","1593",4.64,3426,"2016-01-05",8374
"662","1594",3.22,2417,"2016-01-05",1171
"663","1595",4.04,3593,"2016-01-05",9877
"664","1596",9.21,3470,"2016-01-05",17938
"665","1597",3.57,2638,"2016-01-05",23822
"666","1598",6.37,3130,"2016-01-05",9547
"667","1599",8.64,2423,"2016-01-05",20468
"668","16",3.08,2361,"2016-01-05",1586
"669","160",10.21,2684,"2016-01-05",9809
"670","1600",7.93,2870,"2016-01-05",326
"671","1601",7.71,2837,"2016-01-05",4099
"672","1602",2.48,2586,"2016-01-05",18660
"673","1603",6.5,2356,"2016-01-05",20378
"674","1604",4.51,3565,"2016-01-05",2968
"675","1605",11.91,2668,"2016-01-05",6920
"676","1606",7.25,2872,"2016-01-05",7134
"677","1607",6.94,3652,"2016-01-05",23409
"678","1608",4.66,3230,"2016-01-05",234
"679","1609",7.65,3268,"2016-01-05",4376
"680","161",9.69,4060,"2016-01-05",15456
"681","1610",2.07,2717,"2016-01-05",11483
"682","1611",5.5,2769,"2016-01-05",19150
"683","1612",2.7,2633,"2016-01-05",5011
"684","1613",2.97,3606,"2016-01-05",1223
"685","1614",5.68,2279,"2016-01-05",17043
"686","1615",10.13,3013,"2016-01-05",15000
"687","1616",1.89,3301,"2016-01-05",650
"688","1617",5.16,2335,"2016-01-05",16248
"689","1618",5.73,2323,"2016-01-05",10441
"690","1619",0.8,3496,"2016-01-05",5028
"691","162",3.18,3627,"2016-01-05",14271
"692","1620",6.59,3059,"2016-01-05",23934
"693","1621",10.54,2945,"2016-01-05",11435
"694","1622",13.92,2684,"2016-01-05",23998
"695","1623",4.38,2755,"2016-01-05",18216
"696","1624",8.28,2632,"2016-01-05",13388
"697","1625",4.33,3604,"2016-01-05",150
"698","1626",8.22,3302,"2016-01-05",7955
"699","1627",6.65,3094,"2016-01-05",20273
"700","1628",9.47,3728,"2016-01-05",15425
"701","1629",9.19,1935,"2016-01-05",1660
"702","163",13.11,2188,"2016-01-05",7698
"703","1630",5.91,2981,"2016-01-05",16757
"704","1631",5.78,2784,"2016-01-05",12400
"705","1632",7.1,3462,"2016-01-05",15440
"706","1633",6.19,3423,"2016-01-05",48
"707","1634",3.38,2832,"2016-01-05",3474
"708","1635",8.21,3401,"2016-01-05",14342
"709","1636",2.19,2871,"2016-01-05",19736
"710","1637",6.84,3490,"2016-01-05",23337
"711","1638",5.77,2872,"2016-01-05",9248
"712","1639",3.42,2924,"2016-01-05",12579
"713","164",6.75,3456,"2016-01-05",14084
"714","1640",6.87,1897,"2016-01-05",3899
"715","1641",6.04,2349,"2016-01-05",9329
"716","1642",4.67,2855,"2016-01-05",9637
"717","1643",4.43,2568,"2016-01-05",18300
"718","1644",0.62,3815,"2016-01-05",3109
"719","1645",10.92,2895,"2016-01-05",17976
"720","1646",4.54,2756,"2016-01-05",18960
"721","1647",6.43,1809,"2016-01-05",5546
"722","1648",1.05,2749,"2016-01-05",23957
"723","1649",7.4,2542,"2016-01-05",15082
"724","165",6.18,3120,"2016-01-05",7669
"725","1650",11.12,2960,"2016-01-05",4096
"726","1651",5.65,2889,"2016-01-05",3878
"727","1652",7.11,2682,"2016-01-05",11022
"728","1653",4.47,2695,"2016-01-05",14359
"729","1654",6.37,3032,"2016-01-05",5514
"730","1655",4.49,2650,"2016-01-05",20541
"731","1656",12.56,3850,"2016-01-05",22493
"732","1657",6.27,3738,"2016-01-05",16796
"733","1658",6.75,2259,"2016-01-05",20765
"734","1659",1.71,3368,"2016-01-05",16219
"735","166",12.42,2655,"2016-01-05",7863
"736","1660",6.29,3562,"2016-01-05",10154
"737","1661",2.85,2382,"2016-01-05",21768
"738","1662",5.53,2131,"2016-01-05",3115
"739","1663",6.14,2495,"2016-01-05",13010
"740","1664",5.7,3375,"2016-01-05",8726
"741","1665",5.66,2824,"2016-01-05",7824
"742","1666",14.15,3263,"2016-01-05",5382
"743","1667",9.2,2726,"2016-01-05",3852
"744","1668",3.96,3152,"2016-01-05",6330
"745","1669",7.14,2499,"2016-01-05",15460
"746","167",8.2,2391,"2016-01-05",3251
"747","1670",13.05,3555,"2016-01-05",6947
"748","1671",9.24,3639,"2016-01-05",221
"749","1672",4.66,2651,"2016-01-05",15948
"750","1673",4.66,3284,"2016-01-05",3199
"751","1674",8.19,3350,"2016-01-05",14033
"752","1675",1.5,2878,"2016-01-05",9999
"753","1676",5.8,2547,"2016-01-05",12023
"754","1677",1.94,3023,"2016-01-05",17769
"755","1678",7.84,2987,"2016-01-05",8056
"756","1679",4.13,2330,"2016-01-05",12250
"757","168",6.66,3164,"2016-01-05",14786
"758","1680",7.03,3335,"2016-01-05",14644
"759","1681",3.49,2660,"2016-01-05",4820
"760","1682",8.19,2589,"2016-01-05",5700
"761","1683",4.9,3082,"2016-01-05",21022
"762","1684",5.12,2429,"2016-01-05",6866
"763","1685",7.26,3208,"2016-01-05",15086
"764","1686",13.67,3003,"2016-01-05",9265
"765","1687",7.39,2104,"2016-01-05",19029
"766","1688",10.09,2993,"2016-01-05",8544
"767","1689",7.46,2970,"2016-01-05",22667
"768","169",5.18,3982,"2016-01-05",17254
"769","1690",3.42,3853,"2016-01-05",15568
"770","1691",6.35,4022,"2016-01-05",12213
"771","1692",6.95,3107,"2016-01-05",10644
"772","1693",6.74,4002,"2016-01-05",1036
"773","1694",5.83,3462,"2016-01-05",18548
"774","1695",4.29,1720,"2016-01-05",15582
"775","1696",6.92,3536,"2016-01-05",18439
"776","1697",5.35,2643,"2016-01-05",17573
"777","1698",5.24,3147,"2016-01-05",2831
"778","1699",1.13,2622,"2016-01-05",6687
"779","17",7.36,3017,"2016-01-05",6493
"780","170",8.42,3990,"2016-01-05",22670
"781","1700",9.25,1943,"2016-01-05",16379
"782","1701",2.86,2959,"2016-01-05",5098
"783","1702",4.95,3797,"2016-01-05",16125
"784","1703",4.27,2352,"2016-01-05",22574
"785","1704",7.22,3468,"2016-01-05",23409
"786","1705",4.3,2597,"2016-01-05",375
"787","1706",7.4,2932,"2016-01-05",9700
"788","1707",5.01,3302,"2016-01-05",18925
"789","1708",8.02,2819,"2016-01-05",11517
"790","1709",2.89,2820,"2016-01-05",915
"791","171",6.84,3648,"2016-01-05",22830
"792","1710",2.87,2138,"2016-01-05",5540
"793","1711",0.78,3184,"2016-01-05",22542
"794","1712",3.61,2768,"2016-01-05",1702
"795","1713",7.17,3356,"2016-01-05",3601
"796","1714",6.12,2980,"2016-01-05",10059
"797","1715",4.05,1969,"2016-01-05",7406
"798","1716",5.12,2945,"2016-01-05",1138
"799","1717",6.22,3008,"2016-01-05",20135
"800","1718",2.48,3289,"2016-01-05",21496
"801","1719",7.12,2732,"2016-01-05",17418
"802","172",5.56,3060,"2016-01-05",18198
"803","1720",9.31,3248,"2016-01-05",977
"804","1721",8.54,2347,"2016-01-05",23165
"805","1722",8.94,2732,"2016-01-05",20765
"806","1723",8.31,2425,"2016-01-05",19974
"807","1724",1.64,2642,"2016-01-05",15425
"808","1725",3.66,3692,"2016-01-05",20762
"809","1726",7.38,2023,"2016-01-05",11992
"810","1727",5.47,2837,"2016-01-05",2405
"811","1728",9.61,2091,"2016-01-05",19539
"812","1729",1.93,3601,"2016-01-05",9766
"813","173",2.76,3138,"2016-01-05",5097
"814","1730",6.92,2515,"2016-01-05",16012
"815","1731",9.19,2793,"2016-01-05",20121
"816","1732",6.98,3043,"2016-01-05",3959
"817","1733",11.39,3359,"2016-01-05",3962
"818","1734",9.59,3048,"2016-01-05",6436
"819","1735",4.79,2760,"2016-01-05",17264
"820","1736",5.25,2409,"2016-01-05",2258
"821","1737",4.07,3739,"2016-01-05",2377
"822","1738",6.85,2481,"2016-01-05",10310
"823","1739",9.17,3131,"2016-01-05",12816
"824","174",5.39,2633,"2016-01-05",13647
"825","1740",5.68,3411,"2016-01-05",21632
"826","1741",4.88,2903,"2016-01-05",3632
"827","1742",6.31,2849,"2016-01-05",20044
"828","1743",6.07,2811,"2016-01-05",17688
"829","1744",5.85,2577,"2016-01-05",563
"830","1745",9.74,2863,"2016-01-05",14250
"831","1746",5.04,2834,"2016-01-05",11994
"832","1747",4.08,2576,"2016-01-05",17663
"833","1748",5.03,3072,"2016-01-05",4652
"834","1749",3.8,2533,"2016-01-05",1242
"835","175",13.29,2679,"2016-01-05",23120
"836","1750",5.24,2501,"2016-01-05",18626
"837","1751",9.99,2325,"2016-01-05",14466
"838","1752",7.04,2013,"2016-01-05",14420
"839","1753",6.28,3449,"2016-01-05",9704
"840","1754",5.68,2919,"2016-01-05",1152
"841","1755",6.68,2523,"2016-01-05",6161
"842","1756",4.9,3716,"2016-01-05",23644
"843","1757",11.19,2682,"2016-01-05",12792
"844","1758",6.34,2597,"2016-01-05",1336
"845","1759",3.92,2270,"2016-01-05",23052
"846","176",1.23,3530,"2016-01-05",12086
"847","1760",4.71,2504,"2016-01-05",20558
"848","1761",0.12,2752,"2016-01-05",20274
"849","1762",4.31,3309,"2016-01-05",12393
"850","1763",3.22,2491,"2016-01-05",6592
"851","1764",8.14,2862,"2016-01-05",20487
"852","1765",4.43,2807,"2016-01-05",8337
"853","1766",1.45,2301,"2016-01-05",15120
"854","1767",0.42,3209,"2016-01-05",13050
"855","1768",8.36,2300,"2016-01-05",4182
"856","1769",3.59,3177,"2016-01-05",11958
"857","177",5.3,2895,"2016-01-05",1122
"858","1770",2.87,3094,"2016-01-05",2417
"859","1771",4.11,3135,"2016-01-05",9803
"860","1772",2.99,3070,"2016-01-05",15672
"861","1773",1.84,2856,"2016-01-05",3524
"862","1774",2.4,2195,"2016-01-05",16189
"863","1775",8.68,3220,"2016-01-05",9763
"864","1776",3.03,2089,"2016-01-05",4112
"865","1777",2.58,3089,"2016-01-05",6424
"866","1778",6.84,3619,"2016-01-05",19341
"867","1779",12.27,2994,"2016-01-05",20613
"868","178",1.37,2874,"2016-01-05",12536
"869","1780",7.89,3526,"2016-01-05",2325
"870","1781",4.38,3035,"2016-01-05",4110
"871","1782",7.52,2773,"2016-01-05",5186
"872","1783",4.04,2892,"2016-01-05",10348
"873","1784",6.29,3784,"2016-01-05",11355
"874","1785",5.83,3720,"2016-01-05",9635
"875","1786",4.2,2110,"2016-01-05",17294
"876","1787",5.6,3069,"2016-01-05",21751
"877","1788",7.88,3741,"2016-01-05",2018
"878","1789",4.53,3483,"2016-01-05",9385
"879","179",8.92,2186,"2016-01-05",23476
"880","1790",3.85,3368,"2016-01-05",6587
"881","1791",10.83,3245,"2016-01-05",13072
"882","1792",8.65,3510,"2016-01-05",9308
"883","1793",1.6,2508,"2016-01-05",23817
"884","1794",7.18,2429,"2016-01-05",22321
"885","1795",10.76,3240,"2016-01-05",11183
"886","1796",6.74,2529,"2016-01-05",23732
"887","1797",4.72,1786,"2016-01-05",8053
"888","1798",7.92,2835,"2016-01-05",19018
"889","1799",6.34,3615,"2016-01-05",2780
"890","18",6.32,3094,"2016-01-05",1925
"891","180",0.85,2171,"2016-01-05",15645
"892","1800",6.75,2199,"2016-01-05",15795
"893","1801",6.64,3095,"2016-01-05",5235
"894","1802",9.25,2596,"2016-01-05",7917
"895","1803",6.4,3473,"2016-01-05",631
"896","1804",10.52,2751,"2016-01-05",17126
"897","1805",3.26,3006,"2016-01-05",11142
"898","1806",4.91,2840,"2016-01-05",4122
"899","1807",14.15,3292,"2016-01-05",20317
"900","1808",9.72,2426,"2016-01-05",1306
"901","1809",7.18,3033,"2016-01-05",23131
"902","181",10.89,3349,"2016-01-05",14347
"903","1810",1.15,2884,"2016-01-05",3528
"904","1811",4.98,2387,"2016-01-05",17491
"905","1812",0.46,2739,"2016-01-05",11504
"906","1813",1.78,2731,"2016-01-05",15594
"907","1814",2.98,2564,"2016-01-05",8736
"908","1815",2.24,3276,"2016-01-05",17230
"909","1816",3.42,3023,"2016-01-05",8770
"910","1817",7.65,3866,"2016-01-05",20164
"911","1818",5.78,2915,"2016-01-05",4959
"912","1819",3.34,2489,"2016-01-05",14701
"913","182",5.15,2576,"2016-01-05",13198
"914","1820",6.87,3201,"2016-01-05",2337
"915","1821",5.11,3694,"2016-01-05",16481
"916","1822",0.77,4215,"2016-01-05",17994
"917","1823",5.95,3718,"2016-01-05",22217
"918","1824",6.4,1584,"2016-01-05",19150
"919","1825",6.08,3320,"2016-01-05",23468
"920","1826",15.71,2416,"2016-01-05",19868
"921","1827",9.01,2969,"2016-01-05",6069
"922","1828",0.96,2627,"2016-01-05",212
"923","1829",4.46,3035,"2016-01-05",19176
"924","183",5.7,2781,"2016-01-05",21053
"925","1830",9.78,2389,"2016-01-05",7541
"926","1831",10.2,3398,"2016-01-05",20912
"927","1832",2.2,3573,"2016-01-05",2634
"928","1833",5.69,2437,"2016-01-05",16444
"929","1834",5.93,3295,"2016-01-05",13350
"930","1835",0.66,2812,"2016-01-05",21251
"931","1836",7.84,3096,"2016-01-05",18640
"932","1837",0.97,1962,"2016-01-05",9894
"933","1838",6.42,2195,"2016-01-05",3799
"934","1839",5.87,4094,"2016-01-05",13362
"935","184",4.43,2455,"2016-01-05",4754
"936","1840",4.07,2378,"2016-01-05",16315
"937","1841",1.1,2865,"2016-01-05",8264
"938","1842",3.25,2494,"2016-01-05",22764
"939","1843",10.1,3128,"2016-01-05",22339
"940","1844",7.99,2579,"2016-01-05",2534
"941","1845",5.69,2357,"2016-01-05",22228
"942","1846",3.84,2312,"2016-01-05",17583
"943","1847",8.55,3857,"2016-01-05",9703
"944","1848",6.74,3141,"2016-01-05",23652
"945","1849",6.47,3289,"2016-01-05",19306
"946","185",5.94,2645,"2016-01-05",10926
"947","1850",12.19,3139,"2016-01-05",2144
"948","1851",15.13,2264,"2016-01-05",15435
"949","1852",4.82,2289,"2016-01-05",3499
"950","1853",0.86,2972,"2016-01-05",20869
"951","1854",5.72,2377,"2016-01-05",1974
"952","1855",4.36,2851,"2016-01-05",18628
"953","1856",4.04,2906,"2016-01-05",13389
"954","1857",7.02,2325,"2016-01-05",3678
"955","1858",2.4,2302,"2016-01-05",11188
"956","1859",5.59,2230,"2016-01-05",20791
"957","186",7.8,3313,"2016-01-05",8019
"958","1860",4.54,2425,"2016-01-05",12783
"959","1861",0.43,3191,"2016-01-05",22721
"960","1862",7.42,2816,"2016-01-05",7602
"961","1863",3.02,2520,"2016-01-05",17919
"962","1864",5.35,3237,"2016-01-05",20838
"963","1865",2.85,2368,"2016-01-05",3751
"964","1866",6.1,3438,"2016-01-05",21188
"965","1867",1.18,3455,"2016-01-05",11099
"966","1868",0.14,3276,"2016-01-05",6583
"967","1869",6.79,2870,"2016-01-05",8665
"968","187",9.12,2140,"2016-01-05",1474
"969","1870",2.79,2482,"2016-01-05",22491
"970","1871",8.61,3870,"2016-01-05",14942
"971","1872",12,2828,"2016-01-05",7290
"972","1873",10.16,3345,"2016-01-05",15203
"973","1874",7.08,3065,"2016-01-05",5794
"974","1875",8.77,3539,"2016-01-05",10126
"975","1876",6.9,2703,"2016-01-05",8044
"976","1877",4.21,2222,"2016-01-05",1275
"977","1878",7.2,2674,"2016-01-05",14006
"978","1879",7.54,2941,"2016-01-05",4546
"979","188",4.49,3034,"2016-01-05",17363
"980","1880",8.59,2892,"2016-01-05",14198
"981","1881",9,3259,"2016-01-05",21390
"982","1882",4.83,1704,"2016-01-05",11267
"983","1883",9.74,1837,"2016-01-05",15953
"984","1884",9.4,3007,"2016-01-05",13218
"985","1885",7.9,2617,"2016-01-05",17912
"986","1886",8.09,2562,"2016-01-05",3171
"987","1887",8.44,3215,"2016-01-05",5642
"988","1888",6.7,3015,"2016-01-05",13873
"989","1889",6.52,3739,"2016-01-05",15718
"990","189",6.42,3281,"2016-01-05",18977
"991","1890",2.59,3265,"2016-01-05",7824
"992","1891",3.29,2145,"2016-01-05",9918
"993","1892",6.84,3085,"2016-01-05",16745
"994","1893",5.02,3387,"2016-01-05",3686
"995","1894",5.29,2732,"2016-01-05",15914
"996","1895",9.59,2567,"2016-01-05",19908
"997","1896",0.26,3706,"2016-01-05",10739
"998","1897",11.17,2312,"2016-01-05",20863
"999","1898",7.4,2506,"2016-01-05",22176
"1000","1899",13.69,3143,"2016-01-05",17710
"1001","19",8.85,3404,"2016-01-05",23543
"1002","190",3.97,2703,"2016-01-05",11453
"1003","1900",5.31,3315,"2016-01-05",2448
"1004","1901",3.87,2826,"2016-01-05",17770
"1005","1902",3.34,3266,"2016-01-05",21771
"1006","1903",7.53,3123,"2016-01-05",10983
"1007","1904",5.35,3201,"2016-01-05",6511
"1008","1905",3.29,2227,"2016-01-05",20148
"1009","1906",5.8,3349,"2016-01-05",15054
"1010","1907",6.95,2417,"2016-01-05",15321
"1011","1908",2.55,3044,"2016-01-05",9659
"1012","1909",9.73,3948,"2016-01-05",6562
"1013","191",1.27,2283,"2016-01-05",3806
"1014","1910",8.79,1994,"2016-01-05",3650
"1015","1911",3.63,2503,"2016-01-05",10623
"1016","1912",7.3,3262,"2016-01-05",8096
"1017","1913",7.41,1907,"2016-01-05",5822
"1018","1914",0.94,2313,"2016-01-05",20982
"1019","1915",7.03,3563,"2016-01-05",1098
"1020","1916",3.53,2320,"2016-01-05",3237
"1021","1917",6.26,3023,"2016-01-05",20972
"1022","1918",1.4,3540,"2016-01-05",23017
"1023","1919",8.07,3989,"2016-01-05",5412
"1024","192",8.9,3537,"2016-01-05",13513
"1025","1920",3.86,2419,"2016-01-05",22519
"1026","1921",6.35,2684,"2016-01-05",2227
"1027","1922",2.51,2910,"2016-01-05",23387
"1028","1923",2.97,2632,"2016-01-05",14627
"1029","1924",8.86,3404,"2016-01-05",4470
"1030","1925",2.42,3177,"2016-01-05",10002
"1031","1926",3.05,2485,"2016-01-05",14331
"1032","1927",7.68,1841,"2016-01-05",15885
"1033","1928",6.92,3226,"2016-01-05",21256
"1034","1929",2.02,2339,"2016-01-05",3262
"1035","193",5.27,2645,"2016-01-05",4249
"1036","1930",2.32,3171,"2016-01-05",16164
"1037","1931",5.71,2912,"2016-01-05",2523
"1038","1932",1.59,1964,"2016-01-05",18014
"1039","1933",10.58,3642,"2016-01-05",14482
"1040","1934",8.37,2933,"2016-01-05",12595
"1041","1935",6.94,2980,"2016-01-05",4714
"1042","1936",4.56,2989,"2016-01-05",20491
"1043","1937",4.48,3274,"2016-01-05",11995
"1044","1938",5.32,2291,"2016-01-05",5934
"1045","1939",11.57,2254,"2016-01-05",17728
"1046","194",0.58,3447,"2016-01-05",20921
"1047","1940",12.38,3028,"2016-01-05",18706
"1048","1941",3.77,3884,"2016-01-05",13021
"1049","1942",11.4,1535,"2016-01-05",7219
"1050","1943",7.21,2266,"2016-01-05",23575
"1051","1944",5.84,2384,"2016-01-05",1114
"1052","1945",12.66,2349,"2016-01-05",4947
"1053","1946",4.3,2020,"2016-01-05",13683
"1054","1947",12.3,3057,"2016-01-05",23002
"1055","1948",0.08,3565,"2016-01-05",16197
"1056","1949",1.66,3410,"2016-01-05",17729
"1057","195",3.94,3189,"2016-01-05",12622
"1058","1950",10.84,3266,"2016-01-05",3745
"1059","1951",4.56,2656,"2016-01-05",2743
"1060","1952",9.85,3719,"2016-01-05",943
"1061","1953",7.06,3163,"2016-01-05",15448
"1062","1954",3.37,3548,"2016-01-05",8562
"1063","1955",6.11,4005,"2016-01-05",18633
"1064","1956",7.91,2880,"2016-01-05",16284
"1065","1957",3.06,3433,"2016-01-05",726
"1066","1958",6.13,3217,"2016-01-05",5099
"1067","1959",4.34,2649,"2016-01-05",20791
"1068","196",4.31,2574,"2016-01-05",4204
"1069","1960",2.14,2306,"2016-01-05",4899
"1070","1961",4.48,2161,"2016-01-05",17918
"1071","1962",4.11,3717,"2016-01-05",30
"1072","1963",3.36,3100,"2016-01-05",18915
"1073","1964",5.38,2366,"2016-01-05",22784
"1074","1965",6.88,2893,"2016-01-05",10786
"1075","1966",6.87,2915,"2016-01-05",3037
"1076","1967",7.67,3269,"2016-01-05",9014
"1077","1968",4.21,3260,"2016-01-05",12000
"1078","1969",4.74,2398,"2016-01-05",13762
"1079","197",11.07,3839,"2016-01-05",7308
"1080","1970",7.13,2777,"2016-01-05",16895
"1081","1971",5.47,2770,"2016-01-05",12212
"1082","1972",8.34,3108,"2016-01-05",22422
"1083","1973",0.84,2095,"2016-01-05",724
"1084","1974",0.62,2773,"2016-01-05",12660
"1085","1975",5.36,2798,"2016-01-05",17802
"1086","1976",5.4,3267,"2016-01-05",8904
"1087","1977",2.04,2480,"2016-01-05",16954
